qb_wr_pair,qb_id,receiver_id,chemistry_mean,chemistry_se,chemistry_q025,chemistry_q975
00-0022942_00-0033217,00-0022942,00-0033217,0.012911395827020299,0.051992077904342605,-0.086747120025,0.12737897075000001
00-0022942_00-0033251,00-0022942,00-0033251,0.014062165962416651,0.05155303095295187,-0.08523292295000001,0.12607912600000004
00-0022942_00-0033951,00-0022942,00-0033951,0.0021225209869702526,0.05290132328278699,-0.10671925724999999,0.11195171025000003
00-0022942_00-0034367,00-0022942,00-0034367,0.010869267054940297,0.050511136153238094,-0.09023404492499999,0.12019109125
00-0022942_00-0034400,00-0022942,00-0034400,0.0025951939712523264,0.05288889006994331,-0.10708155999999999,0.11629813700000001
00-0022942_00-0035639,00-0022942,00-0035639,0.0010101209337787843,0.05330854026599068,-0.10891703224999999,0.11315950300000001
00-0022942_00-0035848,00-0022942,00-0035848,0.0015645824734293265,0.05552406644321369,-0.11265437225000001,0.12358526550000003
00-0022942_00-0036223,00-0022942,00-0036223,0.008031286609201226,0.05230401522178982,-0.09322311004999999,0.12195347000000002
00-0022942_00-0036252,00-0022942,00-0036252,0.0072148558774854715,0.05207541564232399,-0.09577219257499998,0.12143640375000003
00-0023436_00-0032602,00-0023436,00-0032602,-0.017692958808984274,0.0518452834909001,-0.13304842675,0.0816723904
00-0023436_00-0034104,00-0023436,00-0034104,0.015514227748446725,0.05377649119604814,-0.086075300925,0.14006711525000007
00-0023436_00-0034928,00-0023436,00-0034928,-0.004256164637289018,0.05077482037805323,-0.11128420875,0.09570607175000004
00-0023436_00-0035659,00-0023436,00-0035659,-0.001074582055492857,0.05177174592979152,-0.110069207,0.10739867275000001
00-0023436_00-0036142,00-0023436,00-0036142,-0.0011831025805464576,0.05333865630437272,-0.1110138725,0.10829922625000002
00-0023436_00-0036328,00-0023436,00-0036328,-0.006171117485092599,0.051369783190939475,-0.11563378825,0.09815854997500001
00-0023459_00-0024243,00-0023459,00-0024243,-0.0038118653448084992,0.05256793519674905,-0.118919336,0.10625606150000007
00-0023459_00-0028002,00-0023459,00-0028002,0.004836507414259149,0.05023771724848196,-0.094955877875,0.11151058875000001
00-0023459_00-0031325,00-0023459,00-0031325,0.0018954184858512508,0.05110257650854235,-0.10508802675,0.11160978900000003
00-0023459_00-0031381,00-0023459,00-0031381,0.039004951483117,0.05083670775567542,-0.04363806987499999,0.15636160075000002
00-0023459_00-0032404,00-0023459,00-0032404,0.0021916108208157497,0.056109403411101065,-0.11182509075000001,0.12555139475000002
00-0023459_00-0033293,00-0023459,00-0033293,3.2361560586737637e-4,0.048929437007531225,-0.09975262655,0.10373088975000001
00-0023459_00-0033536,00-0023459,00-0033536,-0.0029957569687753473,0.05391528839672538,-0.11653216,0.1099575505
00-0023459_00-0033757,00-0023459,00-0033757,0.016279636475630573,0.04976579233223641,-0.07748859947499999,0.12750586775000006
00-0023459_00-0033948,00-0023459,00-0033948,0.015427166752535498,0.0526031035052324,-0.084134992575,0.13380572049999997
00-0023459_00-0034270,00-0023459,00-0034270,-0.005604089695297274,0.05009253830369261,-0.11592749125,0.09406411457500001
00-0023459_00-0034272,00-0023459,00-0034272,-0.006131001341158998,0.04963680251390549,-0.11232600250000001,0.09301116882500002
00-0023459_00-0034279,00-0023459,00-0034279,-0.00141995433135625,0.053979548614961514,-0.116523005,0.10775653750000005
00-0023459_00-0034521,00-0023459,00-0034521,0.016954322961235075,0.04815658752076487,-0.07301182222500001,0.12413950525000003
00-0023459_00-0035181,00-0023459,00-0035181,-1.3107152584799996e-4,0.054496358844743666,-0.11312149775,0.11210510250000003
00-0023459_00-0035593,00-0023459,00-0035593,-0.002839313652847001,0.052914068352731616,-0.11542073925,0.10377662275000002
00-0023459_00-0035671,00-0023459,00-0035671,0.00729353490693575,0.05567379206614755,-0.10420436775,0.126650107
00-0023459_00-0036265,00-0023459,00-0036265,-0.007192955327562049,0.05072941816527811,-0.11394835325,0.09937776625000003
00-0023459_00-0036332,00-0023459,00-0036332,-0.008000593390978873,0.05176616743891553,-0.11560760625,0.0990446091
00-0023459_00-0036991,00-0023459,00-0036991,-0.001944347806860148,0.05387038648572898,-0.116008695,0.11270105050000001
00-0023459_00-0037098,00-0023459,00-0037098,0.0033724077549537493,0.05338612101014504,-0.105322785,0.11871859200000001
00-0023459_00-0037740,00-0023459,00-0037740,-0.007276041349781999,0.04967672796499122,-0.11145725725,0.09209130450000001
00-0023459_00-0037805,00-0023459,00-0037805,-0.01457707498270058,0.053563143066428495,-0.13126490199999996,0.088923967975
00-0023459_00-0037816,00-0023459,00-0037816,-0.0133860103638655,0.05232280724501706,-0.1281605425,0.08712970097500002
00-0023459_00-0038120,00-0023459,00-0038120,0.015550659979073372,0.05213851543209406,-0.08162194049999999,0.13374344950000003
00-0023459_00-0038124,00-0023459,00-0038124,0.004781688704473749,0.05098661370606513,-0.098618464325,0.11922403125000001
00-0023459_00-0038496,00-0023459,00-0038496,-0.00503462248272435,0.054601729542279084,-0.11971060525,0.10584883175000008
00-0023459_00-0039794,00-0023459,00-0039794,0.0027192142923757505,0.05199318390079457,-0.10175135675000001,0.11074698925000002
00-0023459_00-0039798,00-0023459,00-0039798,0.0017018716659854996,0.05467704312588564,-0.114653187,0.11581365225000002
00-0023682_00-0031547,00-0023682,00-0031547,0.00501310433071795,0.05303055626025672,-0.100905719,0.115803867
00-0023682_00-0032791,00-0023682,00-0032791,-2.554623364029988e-4,0.054896979537993454,-0.11626262825,0.11878614925000008
00-0023682_00-0032940,00-0023682,00-0032940,-0.00601753029234835,0.05185247550851375,-0.11985716125,0.09341828210000004
00-0023682_00-0033308,00-0023682,00-0033308,0.003633616265749248,0.052108046273145976,-0.10339116625000001,0.11570923575000001
00-0023682_00-0033471,00-0023682,00-0033471,-0.008082033823434186,0.055957073930992814,-0.13145835375,0.10635046225000001
00-0023682_00-0033555,00-0023682,00-0033555,9.064610304057504e-4,0.054109371751222636,-0.11233228599999999,0.11408961425000003
00-0023682_00-0033896,00-0023682,00-0033896,0.003825939958274451,0.05308522287028693,-0.1061364,0.1195626772500001
00-0023682_00-0034798,00-0023682,00-0034798,8.108146528377507e-4,0.05231059766989578,-0.11016834275000001,0.11257461575000001
00-0023682_00-0034829,00-0023682,00-0034829,0.02329490024733295,0.05426127649550321,-0.07483288182499999,0.14865643975
00-0023682_00-0035311,00-0023682,00-0035311,0.011154947317627924,0.052780273905574916,-0.089889672575,0.12616826400000006
00-0023682_00-0035350,00-0023682,00-0035350,0.0020007973260925756,0.05467884030595851,-0.11072896924999999,0.11697118650000003
00-0023682_00-0036020,00-0023682,00-0036020,3.163018270993989e-4,0.056632293822980254,-0.114504908,0.12072251125
00-0023682_00-0036245,00-0023682,00-0036245,-5.681963701528066e-4,0.053880763606764526,-0.11279772575000001,0.10785096050000001
00-0023682_00-0036328,00-0023682,00-0036328,-0.0021569045795920496,0.05439506826782345,-0.11026395375,0.10825385625000006
00-0026143_00-0027944,00-0026143,00-0027944,0.029065065276820325,0.05461467649536555,-0.06164146525,0.15493797275000004
00-0026143_00-0028042,00-0026143,00-0028042,-7.356009087486998e-4,0.05481033700736525,-0.11722672525,0.11163002575000006
00-0026143_00-0028097,00-0026143,00-0028097,-8.371003641577502e-4,0.05313265613873713,-0.1160348695,0.1118292035
00-0026143_00-0030578,00-0026143,00-0030578,-0.00655069246541395,0.05052067789197343,-0.112980422,0.09187035047500001
00-0026143_00-0032063,00-0026143,00-0032063,-0.0072226584079074984,0.051012366106830166,-0.1167273755,0.09327214142500001
00-0026143_00-0032241,00-0026143,00-0032241,-0.012199977778115977,0.05330714727904636,-0.12838857599999998,0.09357743750000001
00-0026143_00-0032778,00-0026143,00-0032778,-0.0017613998551925007,0.052006001850942556,-0.11261572375000001,0.10463779275000001
00-0026143_00-0032951,00-0026143,00-0032951,-3.415203913903746e-4,0.053849694384740375,-0.11402795574999999,0.11195044625
00-0026143_00-0033217,00-0026143,00-0033217,0.0037508440709973995,0.05171211811271946,-0.10046515699999999,0.11373732525000008
00-0026143_00-0033567,00-0026143,00-0033567,0.007624846894769723,0.05652390816039164,-0.1090640065,0.13134648625
00-0026143_00-0034109,00-0026143,00-0034109,-0.0033927533552934996,0.053287728743536086,-0.11739173724999999,0.10366091875000004
00-0026143_00-0034132,00-0026143,00-0034132,0.0016991791909138003,0.05189177238438531,-0.10554498875,0.11100571275000003
00-0026143_00-0034367,00-0026143,00-0034367,0.008415412975654676,0.05294665734600179,-0.094407608975,0.1255961025
00-0026143_00-0034378,00-0026143,00-0034378,-0.014187440032369224,0.05312754458612457,-0.12850550000000002,0.08763360495000001
00-0026143_00-0034411,00-0026143,00-0034411,0.006625255068641425,0.04834721344462614,-0.08909905885,0.111644798
00-0026143_00-0034646,00-0026143,00-0034646,-0.005454785756228498,0.055409158599673075,-0.12451636700000002,0.104319205
00-0026143_00-0034830,00-0026143,00-0034830,-0.0105197166589388,0.0509131290626755,-0.1221892905,0.09030720785000003
00-0026143_00-0034837,00-0026143,00-0034837,0.005581666776417749,0.0485221084746966,-0.094706401425,0.10733802600000007
00-0026143_00-0035021,00-0026143,00-0035021,0.006259083578678701,0.05316107526013528,-0.10399616475,0.12136672450000002
00-0026143_00-0035208,00-0026143,00-0035208,0.0015244110742659493,0.05061587643186751,-0.10333173799999999,0.108195183
00-0026143_00-0035273,00-0026143,00-0035273,-0.00913867971707705,0.05535828563503652,-0.129450624,0.10271769975000003
00-0026143_00-0035572,00-0026143,00-0035572,0.0016379090652906736,0.051813301466002555,-0.1037238795,0.10980980475000002
00-0026143_00-0035639,00-0026143,00-0035639,0.004616713263410776,0.05169178291333326,-0.0992395745,0.113421799
00-0026143_00-0036223,00-0026143,00-0036223,-0.02537631048394065,0.05298307332562321,-0.14627814475,0.06996160695000003
00-0026143_00-0036228,00-0026143,00-0036228,-0.002935346570209924,0.05335276158884804,-0.11932142174999999,0.11303583375000001
00-0026143_00-0036252,00-0026143,00-0036252,-0.005099369412487576,0.04804076499242217,-0.10688684974999998,0.09386938485000001
00-0026143_00-0036482,00-0026143,00-0036482,9.376456703072488e-4,0.05408627777673789,-0.1125273025,0.11454903075000002
00-0026143_00-0036493,00-0026143,00-0036493,0.00148898266283175,0.05324312943734766,-0.10404253374999999,0.1129593907500001
00-0026143_00-0036876,00-0026143,00-0036876,-0.0031321039250638257,0.05362392456031969,-0.11543746425000001,0.11049435775000002
00-0026143_00-0036970,00-0026143,00-0036970,0.028164219848074247,0.052757174992822564,-0.06519610830000001,0.14931982275000005
00-0026143_00-0037664,00-0026143,00-0037664,-0.0033842912555504248,0.051441800042165066,-0.11523821649999999,0.10310654900000009
00-0026143_00-0037755,00-0026143,00-0037755,0.0113425640107364,0.05305097411828615,-0.09067294692499998,0.13076270375000001
00-0026158_00-0023500,00-0026158,00-0023500,7.562218471096512e-4,0.0540762331897323,-0.1112132415,0.11701579000000006
00-0026158_00-0028237,00-0026158,00-0028237,5.623799540266e-4,0.05309483860317278,-0.11187377000000001,0.11315472725000002
00-0026158_00-0030108,00-0026158,00-0030108,0.0033864368944617734,0.053388816938302795,-0.10599180849999999,0.118507083
00-0026158_00-0031544,00-0026158,00-0031544,0.02560189007534115,0.055960362826107064,-0.072008018825,0.15367023650000022
00-0026158_00-0031941,00-0026158,00-0031941,-0.008216904182860202,0.05348651778553395,-0.12734155175,0.09914582205000007
00-0026158_00-0032054,00-0026158,00-0032054,0.01194199892087875,0.054388246644792894,-0.0904679416,0.13578425100000002
00-0026158_00-0033217,00-0026158,00-0033217,0.005692094182664699,0.05560368460514174,-0.108188381,0.12708761850000014
00-0026158_00-0033871,00-0026158,00-0033871,0.0018974688959702485,0.05183749046715177,-0.10399320724999998,0.11385982875
00-0026158_00-0033885,00-0026158,00-0033885,0.01646316141189825,0.05222770707930093,-0.0841257253,0.1343683595000001
00-0026158_00-0033923,00-0026158,00-0033923,-0.016938354769521376,0.05538941548774014,-0.14417201300000002,0.0869663462
00-0026158_00-0034270,00-0026158,00-0034270,-0.0118265653795994,0.050509251406026,-0.12037067474999999,0.09034616315000003
00-0026158_00-0034419,00-0026158,00-0034419,-7.063916464790557e-4,0.05295715127194097,-0.1115777975,0.11189532075000003
00-0026158_00-0034766,00-0026158,00-0034766,0.0030418586425675995,0.05247258136185601,-0.10900669425,0.11226709300000003
00-0026158_00-0035510,00-0026158,00-0035510,-0.021944196563181324,0.055109345940198735,-0.143153183,0.07552627145000003
00-0026158_00-0035537,00-0026158,00-0035537,-0.00980974446858727,0.05335650116441097,-0.12841839924999998,0.09523849947500014
00-0026158_00-0036223,00-0026158,00-0036223,-0.009286457693442374,0.05481520248337177,-0.1302379775,0.10024156175000001
00-0026158_00-0036232,00-0026158,00-0036232,0.007699556927460623,0.054285940099170864,-0.098316287625,0.12686613224999999
00-0026158_00-0036252,00-0026158,00-0036252,0.003184451918062252,0.053843380840025074,-0.10884790949999999,0.12254029575000003
00-0026158_00-0036255,00-0026158,00-0036255,0.004978776213232625,0.053936206532845615,-0.10451629524999999,0.12579237875
00-0026158_00-0036269,00-0026158,00-0036269,-0.00219727783051285,0.05300741606674298,-0.11382656425,0.10772806875000004
00-0026158_00-0036876,00-0026158,00-0036876,-0.0045293032042738246,0.052673462492184596,-0.11669397775,0.10371399575000001
00-0026158_00-0036924,00-0026158,00-0036924,-0.0053821784529415,0.051034575006815686,-0.1111556175,0.09989862607500001
00-0026158_00-0036980,00-0026158,00-0036980,0.016506839699912,0.05237941920196761,-0.08221573970000001,0.13507233600000002
00-0026158_00-0036984,00-0026158,00-0036984,-0.003694899491857524,0.05632469300689163,-0.12699949525,0.1109680435
00-0026158_00-0037120,00-0026158,00-0037120,-0.0036217945827856242,0.05306590680172674,-0.11831349050000001,0.10613961250000004
00-0026158_00-0037257,00-0026158,00-0037257,9.174648203722259e-4,0.05246390020467512,-0.1063137815,0.11029083525000004
00-0026158_00-0037267,00-0026158,00-0037267,0.0030038764836610504,0.05287992458277339,-0.10763680325,0.1166231820000001
00-0026158_00-0037664,00-0026158,00-0037664,0.009547687352686001,0.05213870905088102,-0.0952776378,0.12340227150000004
00-0026158_00-0037740,00-0026158,00-0037740,-0.009234119427650976,0.05219706891341509,-0.12547807924999999,0.09076664975000003
00-0026158_00-0038120,00-0026158,00-0038120,-0.0073274338053789054,0.05232750473572992,-0.11939485575,0.09830508635000003
00-0026158_00-0038979,00-0026158,00-0038979,-0.008307020852660425,0.05375891647986092,-0.12546079549999997,0.10099773699999999
00-0026158_00-0038997,00-0026158,00-0038997,0.002619002774041501,0.0500027766764512,-0.100773665,0.105515628
00-0026158_00-0039890,00-0026158,00-0039890,-0.005985144084630451,0.05267547124410741,-0.11947434499999998,0.095960265775
00-0026197_00-0030506,00-0026197,00-0030506,-0.005011411882043076,0.05518882985253336,-0.122464978,0.11153325250000004
00-0026197_00-0032775,00-0026197,00-0032775,0.0029750828597797756,0.05410750479136047,-0.111546459,0.11985883725000004
00-0026197_00-0033040,00-0026197,00-0033040,0.0011877790370107486,0.05217748260644432,-0.10437414974999999,0.11069583150000001
00-0026197_00-0034297,00-0026197,00-0034297,0.001946161543962975,0.05428929511719865,-0.11266356574999999,0.11792034525000003
00-0026197_00-0034319,00-0026197,00-0034319,-0.016254771452015124,0.05385750736153664,-0.138620945,0.08251678790000003
00-0026197_00-0035148,00-0026197,00-0035148,0.008639448608351624,0.05337914703348394,-0.1004233975,0.12200038500000002
00-0026300_00-0030108,00-0026300,00-0030108,-0.0028848950784129994,0.05400859311166205,-0.11630459450000001,0.10734357750000001
00-0026300_00-0031941,00-0026300,00-0031941,8.469594163043226e-4,0.054663776740939383,-0.10882074175,0.11425541200000003
00-0026300_00-0033280,00-0026300,00-0033280,0.0012859325877932499,0.053989154612157225,-0.11224166199999998,0.11783998100000001
00-0026300_00-0033681,00-0026300,00-0033681,3.269732375887495e-4,0.05349337002288005,-0.1091194435,0.11266287000000003
00-0026300_00-0034753,00-0026300,00-0034753,0.011196053511763976,0.05361966927955876,-0.095191212975,0.13300559450000002
00-0026300_00-0035510,00-0026300,00-0035510,0.0017486748047134744,0.05628335807147078,-0.11657615,0.11690406475000005
00-0026300_00-0035537,00-0026300,00-0035537,0.00370589066352725,0.05469831587112369,-0.1088003345,0.11721871950000001
00-0026300_00-0035662,00-0026300,00-0035662,-0.0033800299432845005,0.05504390123211421,-0.1218807245,0.11263903625000002
00-0026300_00-0035719,00-0026300,00-0035719,-0.0016871716388120997,0.052223082363566986,-0.11373368099999999,0.106836717
00-0026300_00-0036133,00-0026300,00-0036133,0.003639365842594249,0.05122349497122203,-0.10229852025,0.11425371550000002
00-0026300_00-0036255,00-0026300,00-0036255,-0.0017381278504196153,0.052661373442906625,-0.11062438775,0.10705807225
00-0026300_00-0036550,00-0026300,00-0036550,-0.0013699983060108988,0.05199161150643157,-0.11231134925,0.10230958000000007
00-0026300_00-0036980,00-0026300,00-0036980,8.846000983867991e-4,0.054587042629684474,-0.1121501275,0.11636393150000006
00-0026498_00-0025394,00-0026498,00-0025394,-0.002065920066282625,0.051519070762613015,-0.10717482725,0.10752697350000001
00-0026498_00-0026035,00-0026498,00-0026035,0.007229225516167427,0.05131402154675063,-0.09285601227499998,0.11826405850000006
00-0026498_00-0026189,00-0026498,00-0026189,0.007633590355893749,0.054121902189497056,-0.097891445625,0.12764165675
00-0026498_00-0029293,00-0026498,00-0029293,0.001924772364523624,0.05054974526203223,-0.10181967475,0.10698551825000008
00-0026498_00-0029632,00-0026498,00-0029632,-0.0077677664327241505,0.05298449315019225,-0.1218061315,0.09901135557500008
00-0026498_00-0030431,00-0026498,00-0030431,0.010527319295099499,0.04996293492478899,-0.087974612675,0.12347494700000003
00-0026498_00-0031235,00-0026498,00-0031235,0.006104696304420875,0.05075096413650713,-0.0977547263,0.11363414400000005
00-0026498_00-0031428,00-0026498,00-0031428,-0.011351069057488176,0.05400967038199818,-0.13173046975,0.09215181350000003
00-0026498_00-0032135,00-0026498,00-0032135,-0.0033863299116125008,0.054664291882316036,-0.11994858375,0.112877115
00-0026498_00-0032775,00-0026498,00-0032775,0.01565227951194105,0.05138477915738067,-0.08035393485000002,0.12990277475000003
00-0026498_00-0032975,00-0026498,00-0032975,2.2972768830775063e-4,0.05455358510002704,-0.11445582825,0.11306344050000004
00-0026498_00-0033094,00-0026498,00-0033094,0.007378535200608252,0.053302919347349584,-0.095741556025,0.11968134725000001
00-0026498_00-0033110,00-0026498,00-0033110,-0.025284859656976025,0.04858594921085107,-0.1324802585,0.063964197575
00-0026498_00-0033908,00-0026498,00-0033908,0.0397029357603615,0.051735550293777834,-0.044545246375,0.15455741600000003
00-0026498_00-0033932,00-0026498,00-0033932,0.003261562648919426,0.052254576455733844,-0.101647682,0.11509300425000005
00-0026498_00-0034349,00-0026498,00-0034349,0.002174001784461339,0.053457485581386036,-0.11123859449999998,0.11509223975
00-0026498_00-0034646,00-0026498,00-0034646,-7.941346566901009e-4,0.05372244689716075,-0.11308680800000001,0.11058225399999999
00-0026498_00-0034845,00-0026498,00-0034845,-0.021502380678414375,0.05522669454332553,-0.14909311325000002,0.07882623497500002
00-0026498_00-0035229,00-0026498,00-0035229,0.0022262265587377726,0.047025602421704234,-0.09380508527499999,0.10298762025
00-0026498_00-0035603,00-0026498,00-0035603,0.006753673313608324,0.05407271434193909,-0.10015523649999998,0.12398677475000003
00-0026498_00-0035664,00-0026498,00-0035664,-0.01869133410036245,0.05390062655017941,-0.13811061025,0.08159849647500006
00-0026498_00-0036244,00-0026498,00-0036244,-0.019649994664707748,0.05505124586487509,-0.14671023800000002,0.08289446535
00-0026498_00-0036275,00-0026498,00-0036275,0.00657223090965625,0.05074409411180166,-0.0965178468,0.11499154475000002
00-0026498_00-0036277,00-0026498,00-0036277,0.0018460240924212492,0.051470986876950724,-0.10402652825,0.10928840800000002
00-0026498_00-0036414,00-0026498,00-0036414,-0.0021274420267387503,0.05355474533491364,-0.11518029349999999,0.11370568400000004
00-0026498_00-0036415,00-0026498,00-0036415,-0.018171344921302724,0.052763712132600026,-0.13142550225,0.08186762387500003
00-0026498_00-0036424,00-0026498,00-0036424,0.0036680947094031744,0.05444862427679634,-0.106957632,0.12086454825000002
00-0026498_00-0036427,00-0026498,00-0036427,0.005482706867472427,0.05202520768642645,-0.09750928942499999,0.11762017075000002
00-0026498_00-0036841,00-0026498,00-0036841,-0.00337655547323075,0.053020299653017806,-0.1166344255,0.10722559775000001
00-0026498_00-0036849,00-0026498,00-0036849,0.009608149912360251,0.052234004016462485,-0.09574087845000001,0.12209387450000002
00-0026498_00-0036862,00-0026498,00-0036862,-0.008628032111853524,0.052121137934691295,-0.12476982975,0.09587875580000002
00-0026498_00-0037557,00-0026498,00-0037557,0.0016137243838148243,0.05224055493449295,-0.106895947,0.10868165725000004
00-0026498_00-0037840,00-0026498,00-0037840,-0.029414548808983268,0.055392209350812,-0.15563408225,0.0650681815
00-0026498_00-0039074,00-0026498,00-0039074,-8.850325550010073e-5,0.05222437005040676,-0.11380251725,0.10720254125000002
00-0026498_00-0039075,00-0026498,00-0039075,0.04006356470049663,0.05439071531443048,-0.048894900475,0.16620746775
